cp,K,T,mid,price_pde,delta_pde,price_err,rq,F_T
C,6715.0,0.0246575342465753,27.85,39.00053811204393,0.31580134073990646,11.150538112043925,-0.05284760470902385,6679.75
P,6715.0,0.0246575342465753,63.0,74.29650203285276,-0.6841986592600899,11.296502032852757,-0.05284760470902385,6679.75
C,6720.0,0.0246575342465753,25.65,36.818866459668605,0.308529816086857,11.168866459668607,-0.05284760470902385,6679.75
P,6720.0,0.0246575342465753,66.0,77.12135008555612,-0.6914701839131417,11.121350085556116,-0.05284760470902385,6679.75
C,6725.0,0.0246575342465753,23.55,34.77551273586924,0.27072184656214027,11.225512735869241,-0.05284760470902385,6679.75
P,6725.0,0.0246575342465753,67.19999999999999,80.08451606683495,-0.7292781534378543,12.884516066834962,-0.05284760470902385,6679.75
C,6730.0,0.0246575342465753,21.6,32.866663660693646,0.2624524815788184,11.266663660693645,-0.05284760470902385,6679.75
P,6730.0,0.0246575342465753,72.0,83.18218669673966,-0.7375475184211938,11.182186696739663,-0.05284760470902385,6679.75
C,6735.0,0.0246575342465753,19.75,31.06721640573497,0.2548392317267989,11.317216405734971,-0.05284760470902385,6679.75
P,6735.0,0.0246575342465753,75.0,86.38925914685967,-0.7451607682731982,11.389259146859672,-0.05284760470902385,6679.75
C,6740.0,0.0246575342465753,18.05,29.200757229976418,0.24802207127509032,11.150757229976417,-0.05284760470902385,6679.75
P,6740.0,0.0246575342465753,78.0,89.52931967617909,-0.7519779287248916,11.529319676179085,-0.05284760470902385,6679.75
C,6745.0,0.0246575342465753,16.4,27.383242294292813,0.24117679714798593,10.983242294292815,-0.05284760470902385,6679.75
P,6745.0,0.0246575342465753,81.0,92.71832444557465,-0.7588232028520039,11.718324445574652,-0.05284760470902385,6679.75
